"gene_id","OLD_LEAF-YOUNG_LEAF","INFECTED-UNINFECTED","I:Tissue_OLD_LEAF-Treatment_INFECTED"
"MAKER-FVB1-3-SNAP-GENE-30.63-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-30.67-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-30.74-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-32.66-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-32.69-MRNA-1","Down","None","None"
"MAKER-FVB1-3-SNAP-GENE-32.72-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-32.79-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-32.80-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-33.69-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-33.71-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-33.73-MRNA-1","None","None","Down"
"MAKER-FVB1-3-SNAP-GENE-33.76-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-33.80-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-34.69-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-34.73-MRNA-1","Up","None","None"
"MAKER-FVB1-3-SNAP-GENE-34.76-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-35.62-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-35.69-MRNA-1","Down","None","None"
"MAKER-FVB1-3-SNAP-GENE-35.71-MRNA-1","None","None","Down"
"MAKER-FVB1-3-SNAP-GENE-36.63-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-36.72-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-37.66-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-37.73-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-37.79-MRNA-1","Up","None","None"
"MAKER-FVB1-3-SNAP-GENE-37.80-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-37.84-MRNA-1","Up","None","None"
"MAKER-FVB1-3-SNAP-GENE-38.52-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-38.64-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-38.65-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-4.72-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-4.75-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-4.86-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-4.87-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-40.64-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-40.65-MRNA-1","Down","None","Up"
"MAKER-FVB1-3-SNAP-GENE-40.66-MRNA-1","Down","None","None"
"MAKER-FVB1-3-SNAP-GENE-40.70-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-41.57-MRNA-1","Up","None","None"
"MAKER-FVB1-3-SNAP-GENE-42.73-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-42.80-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-42.81-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-42.83-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-43.55-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-46.58-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-46.67-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-47.65-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-47.68-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-48.68-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-48.70-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-49.63-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-49.68-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-5.76-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-5.85-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-5.90-MRNA-1","Up","None","None"
"MAKER-FVB1-3-SNAP-GENE-51.68-MRNA-1","Up","None","None"
"MAKER-FVB1-3-SNAP-GENE-51.71-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-51.76-MRNA-1","Up","None","None"
"MAKER-FVB1-3-SNAP-GENE-52.42-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-52.44-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-52.45-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-53.34-MRNA-1","Up","None","None"
"MAKER-FVB1-3-SNAP-GENE-53.42-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-54.62-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-54.65-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-54.72-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-55.60-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-55.62-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-55.64-MRNA-1","None","None","Up"
"MAKER-FVB1-3-SNAP-GENE-55.69-MRNA-1","None","None","Up"
"MAKER-FVB1-3-SNAP-GENE-56.53-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-57.61-MRNA-1","Down","None","Down"
"MAKER-FVB1-3-SNAP-GENE-57.70-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-58.58-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-58.65-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-59.48-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-59.53-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-59.56-MRNA-1","Down","None","None"
"MAKER-FVB1-3-SNAP-GENE-6.59-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-6.64-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-6.65-MRNA-1","None","None","Up"
"MAKER-FVB1-3-SNAP-GENE-6.70-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-6.73-MRNA-1","Up","None","None"
"MAKER-FVB1-3-SNAP-GENE-60.54-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-60.58-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-60.62-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-60.68-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-61.56-MRNA-1","None","None","Down"
"MAKER-FVB1-3-SNAP-GENE-61.57-MRNA-1","None","None","Down"
"MAKER-FVB1-3-SNAP-GENE-61.58-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-61.62-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-62.50-MRNA-1","Up","None","None"
"MAKER-FVB1-3-SNAP-GENE-62.55-MRNA-1","Down","None","None"
"MAKER-FVB1-3-SNAP-GENE-62.56-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-62.61-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-62.65-MRNA-1","Down","None","None"
"MAKER-FVB1-3-SNAP-GENE-63.28-MRNA-1","Up","None","None"
"MAKER-FVB1-3-SNAP-GENE-64.49-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-65.50-MRNA-1","Down","None","None"
"MAKER-FVB1-3-SNAP-GENE-65.55-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-65.61-MRNA-1","None","None","Up"
"MAKER-FVB1-3-SNAP-GENE-66.40-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-66.44-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-66.48-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-67.51-MRNA-1","None","None","Down"
"MAKER-FVB1-3-SNAP-GENE-67.54-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-67.57-MRNA-1","Down","None","Down"
"MAKER-FVB1-3-SNAP-GENE-68.42-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-68.49-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-69.76-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-69.77-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-69.81-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-69.83-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-7.63-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-7.66-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-7.68-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-7.73-MRNA-1","Up","None","None"
"MAKER-FVB1-3-SNAP-GENE-7.76-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-7.80-MRNA-1","Down","None","None"
"MAKER-FVB1-3-SNAP-GENE-7.82-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-72.65-MRNA-1","Up","None","None"
"MAKER-FVB1-3-SNAP-GENE-72.66-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-73.61-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-73.62-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-73.77-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-74.55-MRNA-1","Down","None","None"
"MAKER-FVB1-3-SNAP-GENE-74.58-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-74.59-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-75.54-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-75.60-MRNA-1","None","None","Up"
"MAKER-FVB1-3-SNAP-GENE-75.61-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-75.65-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-76.43-MRNA-1","Down","None","None"
"MAKER-FVB1-3-SNAP-GENE-77.46-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-77.47-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-78.58-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-78.64-MRNA-1","Down","None","None"
"MAKER-FVB1-3-SNAP-GENE-78.66-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-79.54-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-79.55-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-79.58-MRNA-1","Down","None","None"
"MAKER-FVB1-3-SNAP-GENE-8.44-MRNA-1","Down","None","Up"
"MAKER-FVB1-3-SNAP-GENE-80.42-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-80.44-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-80.45-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-82.48-MRNA-1","None","None","Up"
"MAKER-FVB1-3-SNAP-GENE-83.47-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-83.48-MRNA-1","Up","None","None"
"MAKER-FVB1-3-SNAP-GENE-83.52-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-84.62-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-84.65-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-84.66-MRNA-1","Down","None","Down"
"MAKER-FVB1-3-SNAP-GENE-85.45-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-85.50-MRNA-1","None","None","Down"
"MAKER-FVB1-3-SNAP-GENE-86.72-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-86.74-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-87.49-MRNA-1","Down","None","None"
"MAKER-FVB1-3-SNAP-GENE-89.42-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-89.45-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-89.49-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-9.59-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-9.67-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-9.70-MRNA-1","Up","None","None"
"MAKER-FVB1-3-SNAP-GENE-9.71-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-90.56-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-91.42-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-91.44-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-92.23-MRNA-1","None","None","Down"
"MAKER-FVB1-3-SNAP-GENE-92.26-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-92.27-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-92.29-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-93.30-MRNA-1","Up","None","None"
"MAKER-FVB1-3-SNAP-GENE-93.32-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-93.33-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-94.33-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-94.36-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-94.39-MRNA-1","Down","None","Up"
"MAKER-FVB1-3-SNAP-GENE-95.47-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-95.49-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-96.44-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-97.55-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-97.57-MRNA-1","Down","None","Up"
"MAKER-FVB1-3-SNAP-GENE-97.58-MRNA-1","None","None","None"
"MAKER-FVB1-3-SNAP-GENE-98.49-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-0.28-MRNA-1","Down","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-0.31-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-0.32-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-0.34-MRNA-1","None","None","Up"
"MAKER-FVB1-4-AUGUSTUS-GENE-1.41-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-1.44-MRNA-1","None","None","Up"
"MAKER-FVB1-4-AUGUSTUS-GENE-1.45-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-1.46-MRNA-1","Down","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-1.47-MRNA-1","None","None","Up"
"MAKER-FVB1-4-AUGUSTUS-GENE-1.48-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-10.54-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-10.55-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-10.56-MRNA-1","Up","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-10.57-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-10.59-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-10.60-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-10.62-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-10.63-MRNA-1","Down","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-10.64-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-10.65-MRNA-1","Down","None","Up"
"MAKER-FVB1-4-AUGUSTUS-GENE-100.52-MRNA-1","Down","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-100.53-MRNA-1","Up","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-100.56-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-100.58-MRNA-1","Up","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-102.36-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-102.38-MRNA-1","Down","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-104.33-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-104.34-MRNA-1","Down","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-105.36-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-105.38-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-105.39-MRNA-1","Down","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-106.39-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-107.35-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-107.36-MRNA-1","Down","None","Down"
"MAKER-FVB1-4-AUGUSTUS-GENE-107.38-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-107.41-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-107.43-MRNA-1","Down","None","Up"
"MAKER-FVB1-4-AUGUSTUS-GENE-108.50-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-108.54-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-108.57-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-108.60-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-108.61-MRNA-1","Down","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-109.23-MRNA-1","None","None","Down"
"MAKER-FVB1-4-AUGUSTUS-GENE-109.25-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-11.45-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-11.46-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-11.47-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-11.49-MRNA-1","Down","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-11.50-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-11.51-MRNA-1","Down","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-11.52-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-11.53-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-11.56-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-111.24-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-111.26-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-112.36-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-113.27-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-114.34-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-114.35-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-114.38-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-114.39-MRNA-1","Down","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-115.36-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-115.37-MRNA-1","Down","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-115.38-MRNA-1","Up","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-115.40-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-115.42-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-115.43-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-115.44-MRNA-1","Down","None","Up"
"MAKER-FVB1-4-AUGUSTUS-GENE-116.31-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-116.35-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-116.36-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-116.41-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-117.38-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-117.39-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-117.41-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-117.42-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-117.43-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-117.44-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-117.47-MRNA-1","Down","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-117.50-MRNA-1","Up","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-117.52-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-117.53-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-118.35-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-118.36-MRNA-1","None","None","Down"
"MAKER-FVB1-4-AUGUSTUS-GENE-118.40-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-119.26-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-119.27-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-12.53-MRNA-1","Up","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-12.54-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-12.55-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-12.56-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-12.59-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-12.62-MRNA-1","Up","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-12.63-MRNA-1","Up","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-12.65-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-12.66-MRNA-1","None","None","Up"
"MAKER-FVB1-4-AUGUSTUS-GENE-12.68-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-120.39-MRNA-1","Up","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-120.42-MRNA-1","Down","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-120.43-MRNA-1","Down","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-121.52-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-121.53-MRNA-1","Up","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-122.32-MRNA-1","Up","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-123.39-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-123.44-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-123.45-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-123.47-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-124.38-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-124.39-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-124.40-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-124.42-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-124.44-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-124.45-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-124.46-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-125.37-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-125.38-MRNA-1","None","None","Up"
"MAKER-FVB1-4-AUGUSTUS-GENE-125.39-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-126.38-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-126.39-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-126.42-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-126.43-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-126.46-MRNA-1","Down","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-126.47-MRNA-1","Up","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-127.32-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-127.33-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-127.34-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-127.35-MRNA-1","Down","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-128.40-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-128.43-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-128.46-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-128.48-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-128.49-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-128.50-MRNA-1","Up","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-128.53-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-13.51-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-13.56-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-13.57-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-13.58-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-13.61-MRNA-1","Up","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-130.30-MRNA-1","None","None","Up"
"MAKER-FVB1-4-AUGUSTUS-GENE-130.31-MRNA-1","Up","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-131.38-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-131.39-MRNA-1","Down","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-131.40-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-132.41-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-132.42-MRNA-1","None","None","None"
"MAKER-FVB1-4-AUGUSTUS-GENE-132.44-MRNA-1","None","None","None"
