"gene_id","OLD_LEAF-YOUNG_LEAF","INFECTED-UNINFECTED","I:Tissue_OLD_LEAF-Treatment_INFECTED"
"MAKER-FVB3-4-AUGUSTUS-GENE-275.46-MRNA-1","None","None","Up"
"MAKER-FVB3-4-AUGUSTUS-GENE-275.47-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-275.48-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-275.49-MRNA-1","Down","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-277.109-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-277.82-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-277.99-MRNA-1","Up","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-28.63-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-28.66-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-28.67-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-28.69-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-28.70-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-29.38-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-29.39-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-29.40-MRNA-1","Down","None","Down"
"MAKER-FVB3-4-AUGUSTUS-GENE-29.42-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-3.20-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-30.46-MRNA-1","None","None","Up"
"MAKER-FVB3-4-AUGUSTUS-GENE-30.47-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-30.49-MRNA-1","Down","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-30.52-MRNA-1","Down","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-30.54-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-30.56-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-30.57-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-30.58-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-31.35-MRNA-1","None","None","Up"
"MAKER-FVB3-4-AUGUSTUS-GENE-31.38-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-31.41-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-31.44-MRNA-1","None","None","Up"
"MAKER-FVB3-4-AUGUSTUS-GENE-31.45-MRNA-1","Down","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-31.47-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-32.34-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-32.36-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-32.38-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-33.36-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-33.37-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-33.38-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-34.41-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-34.42-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-34.44-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-34.45-MRNA-1","Up","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-34.46-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-34.53-MRNA-1","Up","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-34.54-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-35.50-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-35.57-MRNA-1","Down","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-35.64-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-35.65-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-36.37-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-37.38-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-37.42-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-37.45-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-38.55-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-38.57-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-38.59-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-38.64-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-38.65-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-38.66-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-39.47-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-4.32-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-4.33-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-4.34-MRNA-1","None","None","Down"
"MAKER-FVB3-4-AUGUSTUS-GENE-4.35-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-4.38-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-4.39-MRNA-1","Down","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-4.40-MRNA-1","None","None","Up"
"MAKER-FVB3-4-AUGUSTUS-GENE-4.42-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-4.43-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-40.46-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-40.49-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-41.36-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-41.38-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-41.39-MRNA-1","Down","None","Up"
"MAKER-FVB3-4-AUGUSTUS-GENE-42.56-MRNA-1","Up","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-42.58-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-42.59-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-42.62-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-42.63-MRNA-1","None","None","Up"
"MAKER-FVB3-4-AUGUSTUS-GENE-42.67-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-43.50-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-43.52-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-43.53-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-43.55-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-43.56-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-43.58-MRNA-1","Down","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-43.59-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-43.60-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-43.61-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-43.62-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-43.63-MRNA-1","Down","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-44.47-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-44.48-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-44.54-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-44.55-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-44.56-MRNA-1","Up","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-45.20-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-45.21-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-45.22-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-45.23-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-45.25-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-46.24-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-46.33-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-46.34-MRNA-1","Down","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-46.35-MRNA-1","Down","None","Up"
"MAKER-FVB3-4-AUGUSTUS-GENE-47.33-MRNA-1","Down","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-47.35-MRNA-1","Up","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-47.37-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-48.26-MRNA-1","None","None","Down"
"MAKER-FVB3-4-AUGUSTUS-GENE-48.28-MRNA-1","Down","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-48.29-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-48.30-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-48.32-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-48.33-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-49.34-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-49.35-MRNA-1","Up","None","Down"
"MAKER-FVB3-4-AUGUSTUS-GENE-49.39-MRNA-1","Down","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-49.42-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-49.43-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-49.44-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-5.28-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-5.31-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-5.34-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-5.38-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-50.50-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-50.51-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-50.57-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-51.21-MRNA-1","Up","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-51.22-MRNA-1","Up","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-51.24-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-52.45-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-52.47-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-52.48-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-52.51-MRNA-1","Up","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-52.52-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-52.53-MRNA-1","None","None","Down"
"MAKER-FVB3-4-AUGUSTUS-GENE-53.42-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-53.43-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-53.52-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-53.55-MRNA-1","Up","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-54.25-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-54.26-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-54.31-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-54.32-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-55.40-MRNA-1","Down","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-55.42-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-55.44-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-55.45-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-55.46-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-55.47-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-55.49-MRNA-1","Up","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-55.50-MRNA-1","None","None","Up"
"MAKER-FVB3-4-AUGUSTUS-GENE-56.28-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-56.29-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-56.32-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-56.34-MRNA-1","None","None","Up"
"MAKER-FVB3-4-AUGUSTUS-GENE-56.35-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-56.36-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-57.42-MRNA-1","Up","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-57.44-MRNA-1","None","None","Up"
"MAKER-FVB3-4-AUGUSTUS-GENE-57.46-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-57.49-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-58.30-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-58.33-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-58.34-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-58.35-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-58.36-MRNA-1","Up","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-58.40-MRNA-1","Up","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-59.34-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-59.35-MRNA-1","None","None","Up"
"MAKER-FVB3-4-AUGUSTUS-GENE-59.40-MRNA-1","Up","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-59.42-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-59.43-MRNA-1","None","None","Up"
"MAKER-FVB3-4-AUGUSTUS-GENE-6.39-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-6.44-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-6.46-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-61.25-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-61.28-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-61.29-MRNA-1","None","None","Up"
"MAKER-FVB3-4-AUGUSTUS-GENE-61.30-MRNA-1","Up","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-62.27-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-62.30-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-63.20-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-63.21-MRNA-1","Down","None","Down"
"MAKER-FVB3-4-AUGUSTUS-GENE-63.23-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-63.25-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-64.43-MRNA-1","None","None","Up"
"MAKER-FVB3-4-AUGUSTUS-GENE-64.48-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-64.49-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-65.21-MRNA-1","None","None","Up"
"MAKER-FVB3-4-AUGUSTUS-GENE-65.22-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-65.24-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-65.25-MRNA-1","Down","None","Down"
"MAKER-FVB3-4-AUGUSTUS-GENE-65.26-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-66.31-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-66.32-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-66.41-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-66.42-MRNA-1","Up","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-66.43-MRNA-1","Up","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-66.45-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-67.30-MRNA-1","Up","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-68.27-MRNA-1","None","None","Up"
"MAKER-FVB3-4-AUGUSTUS-GENE-68.28-MRNA-1","Down","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-68.30-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-68.33-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-68.36-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-69.36-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-69.39-MRNA-1","None","None","Down"
"MAKER-FVB3-4-AUGUSTUS-GENE-69.47-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-7.31-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-7.32-MRNA-1","None","None","Up"
"MAKER-FVB3-4-AUGUSTUS-GENE-7.33-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-7.37-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-7.38-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-7.39-MRNA-1","Up","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-70.25-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-70.27-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-70.29-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-71.32-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-71.34-MRNA-1","Up","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-71.35-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-71.38-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-71.39-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-72.30-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-72.31-MRNA-1","Down","None","Up"
"MAKER-FVB3-4-AUGUSTUS-GENE-72.35-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-72.36-MRNA-1","Up","None","Up"
"MAKER-FVB3-4-AUGUSTUS-GENE-72.38-MRNA-1","Down","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-73.34-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-73.37-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-74.31-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-74.35-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-74.36-MRNA-1","Down","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-74.39-MRNA-1","Down","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-75.29-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-75.31-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-75.32-MRNA-1","Up","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-75.34-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-76.34-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-76.37-MRNA-1","Up","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-76.38-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-76.39-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-76.41-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-77.32-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-77.35-MRNA-1","Up","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-77.39-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-78.39-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-78.40-MRNA-1","None","None","Up"
"MAKER-FVB3-4-AUGUSTUS-GENE-78.42-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-78.45-MRNA-1","Down","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-79.33-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-79.34-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-79.35-MRNA-1","Down","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-8.40-MRNA-1","Down","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-8.45-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-8.46-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-8.47-MRNA-1","Up","None","Down"
"MAKER-FVB3-4-AUGUSTUS-GENE-80.31-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-80.33-MRNA-1","None","None","Up"
"MAKER-FVB3-4-AUGUSTUS-GENE-80.38-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-81.28-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-81.32-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-82.35-MRNA-1","None","None","Up"
"MAKER-FVB3-4-AUGUSTUS-GENE-82.36-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-82.41-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-83.33-MRNA-1","Down","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-83.35-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-83.36-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-83.39-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-84.41-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-86.41-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-87.43-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-87.44-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-87.45-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-87.50-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-88.18-MRNA-1","None","None","Down"
"MAKER-FVB3-4-AUGUSTUS-GENE-88.19-MRNA-1","Up","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-88.23-MRNA-1","Up","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-89.39-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-89.41-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-89.44-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-89.47-MRNA-1","Up","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-9.28-MRNA-1","None","None","Up"
"MAKER-FVB3-4-AUGUSTUS-GENE-90.16-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-90.19-MRNA-1","None","None","Down"
"MAKER-FVB3-4-AUGUSTUS-GENE-90.20-MRNA-1","Down","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-90.22-MRNA-1","None","Down","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-91.14-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-91.15-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-92.19-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-92.21-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-93.20-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-93.22-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-94.16-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-95.19-MRNA-1","Up","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-95.21-MRNA-1","None","None","Down"
"MAKER-FVB3-4-AUGUSTUS-GENE-96.29-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-96.30-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-96.34-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-97.45-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-98.24-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-98.27-MRNA-1","Up","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-98.30-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-99.10-MRNA-1","None","None","None"
"MAKER-FVB3-4-AUGUSTUS-GENE-99.11-MRNA-1","Down","None","None"
"MAKER-FVB3-4-SNAP-GENE-0.38-MRNA-1","None","None","None"
"MAKER-FVB3-4-SNAP-GENE-0.52-MRNA-1","None","None","None"
"MAKER-FVB3-4-SNAP-GENE-1.37-MRNA-1","None","None","None"
"MAKER-FVB3-4-SNAP-GENE-1.39-MRNA-1","None","None","None"
"MAKER-FVB3-4-SNAP-GENE-1.46-MRNA-1","None","None","None"
"MAKER-FVB3-4-SNAP-GENE-1.47-MRNA-1","None","None","None"
"MAKER-FVB3-4-SNAP-GENE-10.101-MRNA-1","None","None","None"
"MAKER-FVB3-4-SNAP-GENE-10.87-MRNA-1","None","None","Up"
"MAKER-FVB3-4-SNAP-GENE-10.90-MRNA-1","None","None","None"
"MAKER-FVB3-4-SNAP-GENE-10.93-MRNA-1","None","None","Up"
"MAKER-FVB3-4-SNAP-GENE-10.99-MRNA-1","None","None","None"
