symbol,ensembl_ID,User_ID,WT_2dpi-X1703_2dpi_log2FC,WT_2dpi-X1703_2dpi_adjPval
AT5G02940,AT5G02940,AT5G02940,-0.0813664440374797,0.897165728277567
STN 8.00,AT5G01920,AT5G01920,-1.39714245658215,4.49311904205286E-12
LIN2,AT1G03475,AT1G03475,-0.444430484630088,0.147257005980513
AT5G64550,AT5G64550,AT5G64550,3.24157407379211,5.75561154983365E-15
AT4G16410,AT4G16410,AT4G16410,-1.29665225738893,2.68259891262623E-07
RPS5B,AT2G37270,AT2G37270,0.344642294267755,0.567011100738697
 ETFQO,AT2G43400,AT2G43400,-0.625372749012205,0.0136040434363964
TLP2,AT2G18280,AT2G18280,-0.632989677908639,0.0384188517694454
 DCF,AT3G48720,AT3G48720,-2.33897072582099,3.93395820927967E-09
AT1G18210,AT1G18210,AT1G18210,0.671058445721177,0.0118774952536098
PnsL4,AT4G39710,AT4G39710,-3.16118711794062,1.55443648056713E-16
AT2G21960,AT2G21960,AT2G21960,-1.4264467978085,9.50376799121268E-12
AT1G65490,AT1G65490,AT1G65490,-2.9028517259268,1.72535100390232E-12
HSP70,AT3G12580,AT3G12580,2.26223621957678,4.5246889310774E-05
AT3G01690,AT3G01690,AT3G01690,-0.134972052983853,0.620771249655902
rps18,ATCG00650,ATCG00650,-0.867603623007926,0.488133685811287
JAC1,AT1G75100,AT1G75100,-0.817931421668915,1.01655439211615E-05
HON4,AT3G18035,AT3G18035,-0.864264960950177,0.000541823461009737
AT2G21580,AT2G21580,AT2G21580,0.252494826776498,0.698309552685028
 SULA,AT2G21280,AT2G21280,-0.687797745234583,0.0296840801869887
AT1G69450,AT1G69450,AT1G69450,0.61242495435822,0.276832941602976
SNF7.2,AT2G19830,AT2G19830,0.282717541396529,0.244406444805367
 CARB,AT1G29900,AT1G29900,0.311787591854384,0.340786242629101
SPL14,AT1G20980,AT1G20980,0.326899952036743,0.324399183232841
CAM1,AT5G37780,AT5G37780,0.560060608208292,0.00430430552768562
TED4,AT2G26670,AT2G26670,0.65301311570929,0.0142935966008161
AT2G35840,AT2G35840,AT2G35840,0.289184777894797,0.146440652383459
ABCI8,AT4G04770,AT4G04770,0.209274767955809,0.489692173421928
LBD38,AT3G49940,AT3G49940,-3.77011795653598,2.71196377730162E-13
KEA3,AT4G04850,AT4G04850,-0.226079742831448,0.338349956460327
WIN1,AT1G80600,AT1G80600,0.154039264866254,0.511992420010345
RPL27AB,AT1G23290,AT1G23290,0.396736825169974,0.395082507878564
AT5G22340,AT5G22340,AT5G22340,-1.03488511139925,0.0892786993287937
SDH5,AT1G47420,AT1G47420,0.536972761299883,0.00162967709082182
AT1G14330,AT1G14330,AT1G14330,1.79832549895866,2.44958699680217E-11
CIPK1,AT3G17510,AT3G17510,-0.421181533808068,0.302272116156217
AT4G38520,AT4G38520,AT4G38520,0.261279133307264,0.195225706639929
AT5G59250,AT5G59250,AT5G59250,-1.41044766798886,3.19292089136272E-12
XDH1,AT4G34890,AT4G34890,1.21438561703886,4.34162949799727E-05
PDS3,AT4G14210,AT4G14210,-0.229520238639229,0.334372903693851
 DUR,AT5G44480,AT5G44480,1.53523121147452,4.48392774938565E-06
RS2Z33,AT2G37340,AT2G37340,-0.186519759973997,0.566302997612157
BGLU18,AT1G52400,AT1G52400,1.11385087846786,0.475839519595309
AT4G28030,AT4G28030,AT4G28030,-0.90987122875495,7.69839750568261E-07
AT3G06700,AT3G06700,AT3G06700,0.315345040240306,0.606523245932328
AT5G61520,AT5G61520,AT5G61520,0.319942237061151,0.483464069247296
GLYR1,AT3G25530,AT3G25530,-1.01777925303595,1.61225317662401E-09
OPT3,AT4G16370,AT4G16370,-0.664472782595825,0.0294331276068154
ATI1,AT2G45980,AT2G45980,-0.463054839604204,0.0425664673713069
AT5G43460,AT5G43460,AT5G43460,0.224991850943702,0.437647820005989
RPT5A,AT3G05530,AT3G05530,0.247263972317135,0.365807717264613
ADR1-L2,AT5G04720,AT5G04720,-0.514713951282355,0.219988475970663
AT3G13950,AT3G13950,AT3G13950,1.55051506389206,0.000179209373049259
AT3G26670,AT3G26670,AT3G26670,1.13324227044697,8.5127984240486E-05
AT4G16880,AT4G16880,AT4G16880,-1.18608127839716,2.82451249195495E-07
APS2 AT1G19920,AT1G19920,AT1G19920,0.149801695201159,0.746317174923349
FBS1,AT1G61340,AT1G61340,-3.38017124771081,8.10957487230498E-08
FTSH11,AT5G53170,AT5G53170,-0.43738257254816,0.0494271221577739
PME44,AT4G33220,AT4G33220,-1.40045605535942,9.24456029172992E-06
AT1G33120,AT1G33120,AT1G33120,0.292052124408943,0.630788320132166
AT5G59080,AT5G59080,AT5G59080,-1.92496625155392,1.57993723925561E-15
BRH1,AT3G61460,AT3G61460,0.807051553089181,1.79317111147881E-05
PAD4,AT3G52430,AT3G52430,-1.66385200475382,4.66022283127142E-11
SPA3,AT3G15354,AT3G15354,0.847042986644484,0.000122759396054966
AT5G43830,AT5G43830,AT5G43830,-0.683172454563701,0.00166807895555921
NDL2,AT5G11790,AT5G11790,-1.23604600768471,0.00589410356131954
AT2G22080,AT2G22080,AT2G22080,-2.01036031230479,8.62450252351446E-13
CYP709B3,AT4G27710,AT4G27710,-0.857886801093985,0.000846386102280073
EXO70B2,AT1G07000,AT1G07000,-0.47671165757898,0.373454680511475
NPR 3.00,AT5G45110,AT5G45110,-0.340553580988073,0.263210821110577
AT1G65010,AT1G65010,AT1G65010,-1.37504534802055,0.000188778912545121
AT1G27090,AT1G27090,AT1G27090,-0.747541051207833,0.000300799399767665
AT1G66940,AT1G66940,AT1G66940,-1.79022892674737,1.26882378205095E-09
AT3G04920,AT3G04920,AT3G04920,0.116315924133922,0.862505861474001
AT4G00880,AT4G00880,AT4G00880,-0.81085472505056,0.0614060864306953
AT3G14205,AT3G14205,AT3G14205,1.31101506994941,5.40912973197732E-11
AT2G33370,AT2G33370,AT2G33370,0.143719749003272,0.817910905542467
AT1G27300,AT1G27300,AT1G27300,1.36547940297304,7.19861564651421E-07
XTH31,AT3G44990,AT3G44990,-0.0149101492590518,0.999373606902618
 SEH,AT2G26740,AT2G26740,0.627827900467715,0.00678997865789106
AT3G14840,AT3G14840,AT3G14840,-1.24726513143818,9.54553011577532E-09
AT4G32250,AT4G32250,AT4G32250,1.97988653549858,1.34012635108495E-07
ACHT4,AT1G08570,AT1G08570,0.0139132120341343,0.959323530051031
RPP5,AT4G16950,AT4G16950,-0.524338961002959,3.57764967995153E-05
AT2G45590,AT2G45590,AT2G45590,-0.700309720137353,0.112306349142487
MDAR4,AT3G27820,AT3G27820,0.290090790895965,0.186431372934775
AT2G32060,AT2G32060,AT2G32060,0.317677488886475,0.653138089198391
AT4G33080,AT4G33080,AT4G33080,0.48125685766643,0.055706743317075
PRH75,AT5G62190,AT5G62190,0.123386994548056,0.641850056343166
 PFL,AT1G22780,AT1G22780,0.185680244733814,0.802518392390387
 ARASP,AT2G32480,AT2G32480,-0.74514144555124,0.0011397725971615
AT5G10625,AT5G10625,AT5G10625,3.79046026847578,1.44652927130344E-23
ATG8E,AT2G45170,AT2G45170,0.50935140936994,0.0329708624707747
CDF1 AT5G62430,AT5G62430,AT5G62430,0.184882187400627,0.636634426772885
PDH-E1 ALPHA,AT1G01090,AT1G01090,-0.264230361848263,0.178944409314395
AT1G55360,AT1G55360,AT1G55360,-0.591039590702244,0.0454378302396769
GSTU7,AT2G29420,AT2G29420,2.51512588907075,6.46295151136878E-34
AT4G19860,AT4G19860,AT4G19860,0.378579022865447,0.363282047950081
RMA1,AT4G03510,AT4G03510,0.252667883933756,0.579382781496646
AT3G59980,AT3G59980,AT3G59980,-0.334612665838014,0.637998070428273
AT2G41380,AT2G41380,AT2G41380,2.65645397036991,1.27026933667245E-14
GRF8 AT5G65430,AT5G65430,AT5G65430,-0.612911945912887,0.00034180906574872
AT5G56670,AT5G56670,AT5G56670,0.330268071443581,0.592799579960211
AT2G18750,AT2G18750,AT2G18750,0.330773117686791,0.115042237780198
AT5G35480,AT5G35480,AT5G35480,-1.55687011838443,8.57338510555972E-05
 FLU,AT3G14110,AT3G14110,-0.726295470067763,0.0176293420543174
AT5G41020,AT5G41020,AT5G41020,0.828725925831125,0.047142150933006
AT5G39590,AT5G39590,AT5G39590,-1.05647197373879,0.00024439920514113
ALPHA-SNAP2,AT3G56190,AT3G56190,0.268108703451313,0.0274043617605022
AT3G15520,AT3G15520,AT3G15520,-2.35124319677963,1.59611611058164E-06
AT1G63880,AT1G63880,AT1G63880,-0.222974604035086,0.404878155883971
APG8A,AT4G21980,AT4G21980,1.27704663338132,0.000134149968797673
NET1D,AT1G03080,AT1G03080,0.631282766518666,0.0312046712997792
AT4G30690,AT4G30690,AT4G30690,-1.35325485932588,3.41162549786271E-09
UGT78D1,AT1G30530,AT1G30530,1.20477612236233,3.70358887439411E-05
AT4G28400,AT4G28400,AT4G28400,-0.802036735691103,0.00101526626999638
Pnsl5,AT5G13120,AT5G13120,-0.490980127795051,0.167334390555955
RK2,AT1G65800,AT1G65800,-1.50924378285208,9.54998133723873E-09
PAA2 AT2G05840,AT2G05840,AT2G05840,0.544058881080958,0.00834339155771499
AT5G65620,AT5G65620,AT5G65620,-0.0597039007724147,0.901102448147419
MAKR6,AT5G52900,AT5G52900,-2.07570261820729,5.5844610755108E-11
AT2G47880,AT2G47880,AT2G47880,-0.714113613129719,0.568073647733721
CYP706A2,AT4G22710,AT4G22710,-2.53194070845675,0.0332817756617561
AT1G71140,AT1G71140,AT1G71140,2.64464415954813,1.79728235259815E-11
AST91,AT1G23090,AT1G23090,0.663448915678657,0.0165355132386927
AT1G65845,AT1G65845,AT1G65845,-2.9563286401974,2.28229818295541E-27
SAP7,AT4G12040,AT4G12040,-0.210605071466002,0.438267836112661
ERD3,AT4G19120,AT4G19120,-1.36588399246518,0.000360674185231316
PUMP1,AT3G54110,AT3G54110,0.403002919451932,0.222294506519319
AT3G24190,AT3G24190,AT3G24190,-0.411486336775778,0.0829877404624577
JAZ12,AT5G20900,AT5G20900,0.181625712785585,0.538407100231777
AT1G28280,AT1G28280,AT1G28280,-0.171090227661928,0.546911454005533
AT5G51190,AT5G51190,AT5G51190,-3.07247813538541,0.313144190871904
RPL24A,AT2G36620,AT2G36620,0.232929855386996,0.76692704917913
XYL4,AT5G64570,AT5G64570,1.08299744831497,0.000208498467328491
AT3G20820,AT3G20820,AT3G20820,-2.6029168890307,1.49034402104822E-12
AT3G58730,AT3G58730,AT3G58730,0.26404382160421,0.393685742962728
NHL25,AT5G36970,AT5G36970,2.53326790618213,0.0360724315333636
CSI1,AT2G22125,AT2G22125,-0.326013499864315,0.327491434493906
AT2G38740,AT2G38740,AT2G38740,1.07047853579243,0.000446190365660516
CML38,AT1G76650,AT1G76650,-0.179497984256908,0.820784337364649
AT3G05165,AT3G05165,AT3G05165,1.23733674178722,0.000115270861423767
LNG2,AT3G02170,AT3G02170,-1.11754003132584,0.0014813475426873
KCS20,AT5G43760,AT5G43760,-0.460477685161261,0.174466039100735
MVP 1.00,AT1G54030,AT1G54030,0.883676998106875,3.06766244407743E-05
AT4G18970,AT4G18970,AT4G18970,-4.05142937172483,0.00136020435139118
AT3G43250,AT3G43250,AT3G43250,-0.610103044435316,0.439460313968425
PTI1-4,AT2G47060,AT2G47060,-3.0470607664294,5.63438784616757E-17
CNGC3,AT2G46430,AT2G46430,-1.27954143299704,0.00100366202177205
 PRXIIF,AT3G06050,AT3G06050,0.642390641939113,0.00714796815385743
AT2G25670,AT2G25670,AT2G25670,0.56016071425993,0.12802570545747
AT5G32450,AT5G32450,AT5G32450,-0.542212855591861,0.0242013118650825
AT1G29700,AT1G29700,AT1G29700,-0.875797824729937,0.000175730084778801
CIPK15,AT5G01810,AT5G01810,1.71328279130368,7.44379463255506E-16
AT5G48412,AT5G48412,AT5G48412,-0.368420516766967,0.246730315775598
TOM1,AT4G21790,AT4G21790,0.592312174807965,0.00113764075810737
SHA1,AT5G63780,AT5G63780,-2.66141611049119,2.34619974253316E-17
 RKP,AT2G22010,AT2G22010,0.351025130832624,0.369298066491096
AT4G39670,AT4G39670,AT4G39670,0.978970337254183,0.37506937511113
AT1G01170,AT1G01170,AT1G01170,-0.706955149772884,0.0659424912712608
AT1G15670,AT1G15670,AT1G15670,1.14358146703518,0.0071276992131828
AT4G28085,AT4G28085,AT4G28085,0.795208355325016,0.191268841086696
SFR2,AT3G06510,AT3G06510,-0.303122952555612,0.165137656596639
AT5G51010,AT5G51010,AT5G51010,-0.882888449415995,0.0310025132850738
PGM2,AT1G70730,AT1G70730,-0.217774378127269,0.604616682572277
AT1G22570,AT1G22570,AT1G22570,-0.795668410147524,0.00382845826564854
AT4G33920,AT4G33920,AT4G33920,0.190983603900224,0.685508148613851
AT1G76200,AT1G76200,AT1G76200,0.395591425713138,0.360049266753927
AT4G19110,AT4G19110,AT4G19110,0.502293734893393,0.00165351087534523
AT3G56050,AT3G56050,AT3G56050,-0.482372937687039,0.0605987290596075
CHLI2,AT5G45930,AT5G45930,-1.09180146241221,0.0209880750863387
GASA1,AT1G75750,AT1G75750,-1.38123363486514,0.00526235742252821
rpoC2,ATCG00170,ATCG00170,-0.727231171278146,0.56005202478389
AT5G22090,AT5G22090,AT5G22090,0.185884667223241,0.735024336536197
IDD7,AT1G55110,AT1G55110,0.295311322058152,0.46499767523848
DBE1,AT1G03310,AT1G03310,-0.311012893386618,0.343590987151568
AT5G22690,AT5G22690,AT5G22690,-1.83430569608477,2.39852104876988E-06
AT2G31040,AT2G31040,AT2G31040,-0.809445734642432,0.000305530300166663
AT2G35730,AT2G35730,AT2G35730,2.14968822299926,2.60754735147073E-08
NRT1.5,AT1G32450,AT1G32450,2.87883010432133,2.9369439056596E-08
AT3G02200,AT3G02200,AT3G02200,-0.115308598736023,0.664647383565574
AT5G61670,AT5G61670,AT5G61670,-0.173154357886329,0.568867896916327
AT5G15500,AT5G15500,AT5G15500,1.84956894605019,0.133323336971038
AT5G52960,AT5G52960,AT5G52960,-1.1662032375236,0.00691317026634328
AT2G23450,AT2G23450,AT2G23450,0.857643383117904,0.0173313838985001
EBF1,AT2G25490,AT2G25490,-0.197140571726836,0.518105089434691
AT2G30766,AT2G30766,AT2G30766,2.67168377477964,2.50022968278903E-05
 FZF,AT2G24500,AT2G24500,0.460009758331805,0.00771013977668538
AT3G03770,AT3G03770,AT3G03770,0.371810681052859,0.250782895578001
PUB24,AT3G11840,AT3G11840,-1.54568364971298,0.000581043453571357
AT5G14210,AT5G14210,AT5G14210,-0.63087182391817,0.0690973188448342
ORP3C,AT5G59420,AT5G59420,0.513670172955086,0.0526561026850757
TPS04,AT1G61120,AT1G61120,2.2493412019026,0.378713869220587
CYP706A4,AT4G12300,AT4G12300,1.3313118466404,6.50267451035993E-05
BTF3,AT1G17880,AT1G17880,-0.10597524671624,0.830820584628129
SQP1,AT5G24150,AT5G24150,-0.481817699856731,0.223813557892939
WRR4,AT1G56510,AT1G56510,-2.32105272324513,7.61841410829934E-19
AT5G16730,AT5G16730,AT5G16730,-0.0936350144840188,0.771140778549034
GLN1.3,AT3G17820,AT3G17820,1.80861606039225,1.38513314808842E-11
LOG8,AT5G11950,AT5G11950,1.87027410056378,7.08221610436606E-13
VAB1,AT1G76030,AT1G76030,-0.116245780873437,0.649169158991474
MPK5,AT4G11330,AT4G11330,-1.0978529233181,0.000485352191647326
iqd21,AT3G49260,AT3G49260,-1.62908296539671,0.005106144514312
AT1G35350,AT1G35350,AT1G35350,0.425689583941988,0.155289643479393
AT2G23840,AT2G23840,AT2G23840,0.310475222406139,0.449000754585988
AT2G35680,AT2G35680,AT2G35680,0.270099183026237,0.347933108369616
CAC1,AT5G16390,AT5G16390,-1.09096866698143,0.00358820692743751
TPS03,AT4G16740,AT4G16740,4.42621977966787,0.00954307590410395
ML5,AT1G29400,AT1G29400,0.185641665971069,0.702204908472517
SDH8,AT2G46390,AT2G46390,0.836823462932067,0.0018319107495559
SIP4,AT2G30360,AT2G30360,1.06223190009596,0.00552335320307522
KAC1,AT5G10470,AT5G10470,-0.717723663936609,0.0233644297770523
 TPL,AT1G15750,AT1G15750,0.508117747112274,0.0963382356832838
AT1G27290,AT1G27290,AT1G27290,-0.159912700640997,0.542313976110048
PTR2,AT2G02040,AT2G02040,1.08684281053935,0.000726108763627766
AGT3,AT2G38400,AT2G38400,0.0720577740467147,0.918685374605151
CDF1 AT5G23040,AT5G23040,AT5G23040,-0.397327951223773,0.102920191500829
CRK40,AT4G04570,AT4G04570,-0.762972617002747,0.000377198994090978
AT2G22660,AT2G22660,AT2G22660,0.454853347538638,0.288742919917833
VPS41,AT1G08190,AT1G08190,0.466688215948719,0.00687156839462556
APX3,AT4G35000,AT4G35000,-0.332291117308791,0.0285458582480141
SPS2,AT1G17050,AT1G17050,-1.21800055950387,9.32799883063506E-08
AT2G35410,AT2G35410,AT2G35410,-0.38016115800927,0.262956854472299
rpl2 ATCG01310,ATCG01310,ATCG01310,-0.97015893141557,0.0327430469729766
AT5G65600,AT5G65600,AT5G65600,-0.0279754638574318,0.974718916637998
AT3G27090,AT3G27090,AT3G27090,-0.0355811962941705,0.840011910458254
GSTU24,AT1G17170,AT1G17170,3.74368878166145,9.29804406975475E-15
ZIF1,AT5G13740,AT5G13740,0.22949786061687,0.649169158991474
AMY3,AT1G69830,AT1G69830,-1.37270944145872,1.67049871080965E-07
PPa2,AT2G18230,AT2G18230,0.758309008471407,0.0789266605852252
AT2G36895,AT2G36895,AT2G36895,0.0668168653995097,0.883297978494754
 GCH,AT5G64300,AT5G64300,0.291484149338085,0.289166321097693
IP5PII,AT4G18010,AT4G18010,0.625320948459755,0.054500833991574
SBE2.2,AT5G03650,AT5G03650,-0.769047987543068,3.06269274650503E-05
VDAC2,AT5G67500,AT5G67500,0.76395480511235,0.000767606138406134
CYP72A15,AT3G14690,AT3G14690,0.122415007213166,0.712337592173082
EXPA5,AT3G29030,AT3G29030,-4.48455063501637,2.10887692749762E-06
VSP2,AT5G24770,AT5G24770,0.229032421443695,0.945538835667469
SOS 4,AT5G37850,AT5G37850,-0.100301774273918,0.72335199301999
AT2G24360,AT2G24360,AT2G24360,0.274795171554358,0.320842976733057
SUS1,AT5G20830,AT5G20830,2.20521181289494,7.43025365362764E-05
NAC062,AT3G49530,AT3G49530,-0.953605741372849,0.00902547037793054
SQE3,AT4G37760,AT4G37760,-0.361365755977256,0.295607586068979
MO1,AT4G15760,AT4G15760,0.136128811122498,0.754608621092385
AT4G38932,AT4G38932,AT4G38932,-0.123756043339489,0.751377047604616
TAT7,AT5G53970,AT5G53970,1.48311922383287,1.19475950781434E-07
TUA5,AT5G19780,AT5G19780,-0.288140207298249,0.228227315542005
AGP12,AT3G13520,AT3G13520,-0.730271922870217,0.384693410798764
EMB1075,AT1G43710,AT1G43710,-0.177129779334875,0.322939083308033
AT4G31510,AT4G31510,AT4G31510,-0.00504347520560956,0.990741473868926
AT2G03750,AT2G03750,AT2G03750,-0.649406452408853,0.043579714817438
 CCH,AT3G56240,AT3G56240,0.38688514384595,0.305740324874632
CUL1,AT4G02570,AT4G02570,0.32821810404441,0.11261264040507
CSY2,AT3G58750,AT3G58750,0.647578484256219,0.000161495758880652
SBE2.1,AT2G36390,AT2G36390,-1.03178935792431,1.52857440118824E-08
 CSK,AT1G67840,AT1G67840,-0.571442370667357,0.0229912664255557
EULS3,AT2G39050,AT2G39050,2.6209624785489,4.67607148080136E-13
AT5G42850,AT5G42850,AT5G42850,0.590460047324136,0.00024689442091785
AT3G28040,AT3G28040,AT3G28040,-0.623618191975012,0.013619895800472
AT4G23470,AT4G23470,AT4G23470,-0.564655994975644,0.0120896924921316
AT1G73230,AT1G73230,AT1G73230,-0.15676033977751,0.740658041429211
AT1G21440,AT1G21440,AT1G21440,0.210538429008728,0.759474740502213
AT1G01240,AT1G01240,AT1G01240,0.126600510855365,0.721878764404077
 SAPX,AT4G08390,AT4G08390,0.74928585172309,0.0378461383874154
GR-RBP2,AT4G13850,AT4G13850,0.253614598960478,0.420196402986427
PGM AT5G51820,AT5G51820,AT5G51820,-1.39205936080542,0.000239135880001163
AT1G63720,AT1G63720,AT1G63720,0.685056410761471,0.0585898305727917
SIG2,AT1G08540,AT1G08540,-0.774352165732042,0.0061326339055197
AT1G80930,AT1G80930,AT1G80930,0.382501961981258,0.0975460186671684
AT1G54820,AT1G54820,AT1G54820,-1.67219354709874,0.0039325117766188
AT3G56290,AT3G56290,AT3G56290,-1.34690366674909,8.3353496543886E-06
MEE31,AT3G02570,AT3G02570,0.0237758770366438,0.957997832571992
SKS6,AT1G41830,AT1G41830,-1.21667943688101,0.0846899280157004
ATAUX2-11,AT5G43700,AT5G43700,-2.40641116454419,1.29261318573571E-09
AT1G59950,AT1G59950,AT1G59950,1.03839296979054,0.0157898628442525
AT5G21100,AT5G21100,AT5G21100,-0.148948692591773,0.673578525470177
AT5G54870,AT5G54870,AT5G54870,1.54677269968305,2.06037179198637E-08
TIM17-2,AT2G37410,AT2G37410,-0.103010035379945,0.687680733738902
VTC5,AT5G55120,AT5G55120,0.34356461509595,0.377974692474472
AT5G16470,AT5G16470,AT5G16470,0.0832398827368315,0.744580701232439
CHL-CPN10,AT2G44650,AT2G44650,-0.555412419384302,0.244953975694917
CRK36,AT4G04490,AT4G04490,3.33294790080231,9.60602709235628E-11
AT3G45850,AT3G45850,AT3G45850,-1.24506016990073,8.52921834814951E-05
MPK20,AT2G42880,AT2G42880,-0.26806418565746,0.256608082402993
AT2G25200,AT2G25200,AT2G25200,-0.501634823973339,0.183066715918015
AT3G56010,AT3G56010,AT3G56010,-0.85593819223608,8.31587733666382E-05
AT4G26230,AT4G26230,AT4G26230,0.192210692209758,0.817602180699404
MOS11,AT5G02770,AT5G02770,0.139337381821508,0.51136895660211
MYB29,AT5G07690,AT5G07690,-0.0718353585139524,0.939198723845847
AT1G77090,AT1G77090,AT1G77090,-0.494476949958576,0.135100488863785
CAD1 AT1G72680,AT1G72680,AT1G72680,1.80423293138566,1.04935737995371E-14
AT3G62110,AT3G62110,AT3G62110,-1.08690245646841,0.0057467607758825
scpl48,AT3G45010,AT3G45010,2.76512569188062,2.00941685336251E-13
FLS2 AT5G46330,AT5G46330,AT5G46330,-1.97986162457524,1.87166518463562E-06
AT2G44920,AT2G44920,AT2G44920,-1.11352036406683,8.20850024785681E-05
ATMAP65-6,AT2G01910,AT2G01910,-1.21930674213434,2.59267338883271E-06
AT2G43090,AT2G43090,AT2G43090,0.234976425127038,0.32351317977558
JAZ10,AT5G13220,AT5G13220,2.61545491480397,1.08901582032255E-05
SC3,AT1G61250,AT1G61250,0.143315594900231,0.68340219080246
PUM5,AT3G20250,AT3G20250,0.569488507832037,0.361416588439577
PGSIP6,AT5G18480,AT5G18480,0.672135788282185,0.091493177665871
AXS1,AT2G27860,AT2G27860,-0.407084205893356,0.032554719097342
ATM1,AT3G19960,AT3G19960,0.561145106513076,0.0304081599408205
ABCC8,AT3G21250,AT3G21250,1.26031008842294,4.05531825508411E-06
HMGB3,AT1G20696,AT1G20696,0.0651246654670924,0.843144139666446
MAP65-1,AT5G55230,AT5G55230,-0.851960383433992,1.16206522956415E-05
AT5G10980,AT5G10980,AT5G10980,0.162073768943246,0.456126499656696
STRS1,AT1G31970,AT1G31970,0.753087304970167,0.0750884141089507
AT4G28025,AT4G28025,AT4G28025,-0.547189246116405,0.0984926301771698
AT1G71480,AT1G71480,AT1G71480,-0.383480420136057,0.0357337682913659
PUB9,AT3G07360,AT3G07360,-0.261994691067001,0.456996535041481
AT5G65660,AT5G65660,AT5G65660,-0.0786809687120817,0.916574915561455
AT5G41100,AT5G41100,AT5G41100,-2.04438804806443,2.7799246281935E-15
GOX3,AT4G18360,AT4G18360,2.40102286312899,1.20585709787927E-22
GRF7 AT3G02520,AT3G02520,AT3G02520,0.833760977485611,0.00539283712441909
AT5G08300,AT5G08300,AT5G08300,0.840496251733737,0.00026145392410847
AT1G73750,AT1G73750,AT1G73750,0.571817750656712,0.204033270313359
AT2G45380,AT2G45380,AT2G45380,0.176035715552117,0.614708067001348
AT1G32700,AT1G32700,AT1G32700,0.00948393282970804,0.984145403304169
AT4G38950,AT4G38950,AT4G38950,-2.01361534103338,0.00223402623842441
AT5G66650,AT5G66650,AT5G66650,-1.61047740568025,0.000643973286398479
XLG3,AT1G31930,AT1G31930,0.334468638039954,0.263112260674103
AT3G22440,AT3G22440,AT3G22440,-0.0400009483280778,0.916276470801206
AT3G12290,AT3G12290,AT3G12290,-0.208983082149167,0.330590813468285
ATP-PRT1,AT1G58080,AT1G58080,-0.616248420633789,0.0310809774032836
AT1G72030,AT1G72030,AT1G72030,-0.473003914574864,0.184568943136205
AT1G64500,AT1G64500,AT1G64500,-0.389047340139865,0.243644618254219
AT5G35200,AT5G35200,AT5G35200,0.105378918988989,0.738551739921017
AT4G00040,AT4G00040,AT4G00040,0.952180028871126,0.00797589134250751
ABCG32,AT2G26910,AT2G26910,-0.875046860989322,0.0157898628442525
XT2,AT4G02500,AT4G02500,-0.836301854640475,0.000107002982589107
FAB1,AT1G74960,AT1G74960,-0.680250477636292,0.000565665257272363
ASP2,AT5G19550,AT5G19550,1.17476847072048,7.1346859110884E-07
HTB4,AT5G59910,AT5G59910,0.323193049450865,0.189604686392028
Cpn60beta2,AT3G13470,AT3G13470,0.149617790123045,0.875777328526595
AT5G27860,AT5G27860,AT5G27860,0.2001713326146,0.697908635934311
AT1G66330,AT1G66330,AT1G66330,-0.349719525685158,0.120580559148024
TSB2,AT4G27070,AT4G27070,1.84793520673559,3.82720845017804E-06
 BOU,AT5G46800,AT5G46800,-0.622380356323441,0.0148455335797036
AT1G04970,AT1G04970,AT1G04970,0.939979449514831,0.00113133678986816
NPQ1,AT1G08550,AT1G08550,-1.07496260701644,8.62223110303711E-05
NARA5,AT4G27600,AT4G27600,-0.712363643074848,0.00448453081166636
AT4G16660,AT4G16660,AT4G16660,0.650661048965589,0.0327567087815877
AT1G69252,AT1G69252,AT1G69252,-0.887107213224479,0.00475120503827439
TPS10 AT1G60140,AT1G60140,AT1G60140,-0.969605820472973,0.00199125145859215
P5CR,AT5G14800,AT5G14800,0.0101459582803569,0.986617032312195
AT3G05900,AT3G05900,AT3G05900,-1.43137507004386,2.27332162145999E-05
ASG5,AT1G20650,AT1G20650,-0.64900465027667,0.0218287734314653
UNE5,AT2G47470,AT2G47470,0.663089965164424,0.0179397639651312
 NUA,AT1G79280,AT1G79280,0.672002289442161,0.0242779476530762
LIP1 AT2G20860,AT2G20860,AT2G20860,-0.335898919071771,0.126090626375007
UPL4,AT5G02880,AT5G02880,0.363150171268855,0.227940691331608
NHO1,AT1G80460,AT1G80460,-0.822816203059099,4.22940392399134E-05
AT5G52970,AT5G52970,AT5G52970,-1.64185415850623,0.000421568698818279
AT5G65750,AT5G65750,AT5G65750,0.944682407903884,0.00211268212960661
SNRK2.2,AT3G50500,AT3G50500,0.120602276629569,0.555812278799426
TCP14,AT3G47620,AT3G47620,-0.752683685692067,0.000543707198694595
AT5G63370,AT5G63370,AT5G63370,0.167566857536899,0.584587923476472
ABCD2,AT1G54350,AT1G54350,-0.677342947814134,0.00446191478487629
ADF2,AT3G46000,AT3G46000,0.234993486749112,0.25274905006286
 SIRANBP,AT1G07140,AT1G07140,0.0629290035215496,0.771892400177075
AT5G44260,AT5G44260,AT5G44260,-1.60415703021604,0.00268948475048073
EIF3A,AT4G11420,AT4G11420,0.23442287602794,0.388195827434494
AT3G49220,AT3G49220,AT3G49220,-1.41956625201201,0.000559169665371795
RTFL12,AT4G13395,AT4G13395,0.583397023724351,0.335817312763788
AT4G01330,AT4G01330,AT4G01330,-1.78444598790532,2.58751296940837E-09
